"maling_files_link","Måling","N","omraade","valg","parti","prosent","mandat","stemmer","Dato","total_mandat_fylke"
"?cmd=Maling&gallupid=921","Respons / BT - 28/9-2010",601,"Bergen","Kommunestyrevalg","Ap",21.9,15,132,2010-09-28,67
"?cmd=Maling&gallupid=922","Norfakta / BB - 30/9-2010",400,"Bø (Telem.)","Kommunestyrevalg","Ap",27.4,7,110,2010-09-30,25
"?cmd=Maling&gallupid=923","Sentio / SMP - 1/10-2010",1000,"Hele landet","Stortingsvalg","Ap",28.7,53,287,2010-10-01,169
"?cmd=Maling&gallupid=924","Ipsos / Dagbladet - 2/10-2010",947,"Hele landet","Stortingsvalg","Ap",27.8,50,263,2010-10-02,169
"?cmd=Maling&gallupid=925","Sentio / DT - 4/10-2010",500,"Drammen","Kommunestyrevalg","Ap",29.7,15,148,2010-10-04,49
"?cmd=Maling&gallupid=926","Sentio / Ap - 2/10-2010",500,"Hamar","Kommunestyrevalg","Ap",30.7,12,154,2010-10-02,39
"?cmd=Maling&gallupid=927","TNS / TV2 - 4/10-2010",959,"Hele landet","Stortingsvalg","Ap",30.4,54,292,2010-10-04,169
"?cmd=Maling&gallupid=928","Sentio / DT - 7/10-2010",600,"Buskerud","Fylkestingsvalg","Ap",27.8,12,167,2010-10-07,43
"?cmd=Maling&gallupid=929","Norfakta / Ryfylke - 8/10-2010",350,"Sauda","Kommunestyrevalg","Ap",48.3,9,169,2010-10-08,19
"?cmd=Maling&gallupid=930","Norfakta / Nat. / KK - 11/10-2010",1000,"Hele landet","Stortingsvalg","Ap",30.5,54,305,2010-10-11,169
"?cmd=Maling&gallupid=931","Norstat / NRK - 14/10-2010",NA,"Hele landet","Stortingsvalg","Ap",29.7,55,NA,2010-10-14,169
"?cmd=Maling&gallupid=932","Opinion / ANB - 14/10-2010",1000,"Hele landet","Stortingsvalg","Ap",25.2,45,252,2010-10-14,169
"?cmd=Maling&gallupid=933","Respons / Aftenp - 15/10-2010",1001,"Hele landet","Stortingsvalg","Ap",31.6,56,316,2010-10-15,174
"?cmd=Maling&gallupid=934","Sentio / DN - 22/10-2010",1000,"Hele landet","Stortingsvalg","Ap",26.6,47,266,2010-10-22,168
"?cmd=Maling&gallupid=935","TNS / BA - 25/10-2010",600,"Bergen","Kommunestyrevalg","Ap",24.5,17,147,2010-10-25,67
"?cmd=Maling&gallupid=936","InFact / VG - 28/10-2010",2441,"Hele landet","Stortingsvalg","Ap",27.7,48,676,2010-10-28,169
"?cmd=Maling&gallupid=937","Norstat / VL - 29/10-2010",1000,"Hele landet","Stortingsvalg","Ap",27.7,50,277,2010-10-29,169
"?cmd=Maling&gallupid=938","Ipsos / Dagbladet - 30/10-2010",930,"Hele landet","Stortingsvalg","Ap",32.1,58,299,2010-10-30,169
"?cmd=Maling&gallupid=939","TNS / TV2 - 1/11-2010",961,"Hele landet","Stortingsvalg","Ap",27.5,49,264,2010-11-01,169
"?cmd=Maling&gallupid=940","TNS / BA - 2/11-2010",600,"Bergen","Stortingsvalg","Ap",27.1,0,163,2010-11-02,0
"?cmd=Maling&gallupid=941","Sentio / SMP - 5/11-2010",1000,"Hele landet","Stortingsvalg","Ap",25.8,45,258,2010-11-05,169
"?cmd=Maling&gallupid=942","Norfakta / Meråkerp - 30/9-2010",250,"Meråker","Kommunestyrevalg","Ap",41.5,9,104,2010-09-30,22
"?cmd=Maling&gallupid=943","InFact / Agderp - 6/11-2010",1000,"Aust-Agder","Kommunestyrevalg","Ap",25.6,0,256,2010-11-06,0
"?cmd=Maling&gallupid=946","Norfakta / Nat. / KK - 8/11-2010",1000,"Hele landet","Stortingsvalg","Ap",28.4,48,284,2010-11-08,169
"?cmd=Maling&gallupid=947","Sentio / Firdap - 9/11-2010",500,"Flora","Kommunestyrevalg","Ap",34.5,12,172,2010-11-09,35
"?cmd=Maling&gallupid=948","InFact / AV - 9/11-2010",539,"Askøy","Kommunestyrevalg","Ap",30.3,11,163,2010-11-09,35
"?cmd=Maling&gallupid=949","Norstat / NRK - 10/11-2010",958,"Hele landet","Stortingsvalg","Ap",27.8,48,266,2010-11-10,169
"?cmd=Maling&gallupid=950","Respons / Aftenp / BT / Adressa - 12/11-2010",1000,"Hele landet","Stortingsvalg","Ap",27.8,49,278,2010-11-12,169
"?cmd=Maling&gallupid=951","InFact / Agderp - 15/11-2010",1128,"Aust-Agder","Stortingsvalg","Ap",27.5,1,310,2010-11-15,3
"?cmd=Maling&gallupid=952","TNS / TA - 18/11-2010",600,"Telemark","Stortingsvalg","Ap",38.6,3,232,2010-11-18,5
"?cmd=Maling&gallupid=953","TNS / TA - 21/10-2009",NA,"Telemark","Stortingsvalg","Ap",41.7,3,NA,2009-10-21,5
"?cmd=Maling&gallupid=954","Opinion / ANB - 19/11-2010",1000,"Hele landet","Stortingsvalg","Ap",25.6,47,256,2010-11-19,169
"?cmd=Maling&gallupid=955","Sentio / DN - 19/11-2010",1000,"Hele landet","Stortingsvalg","Ap",29.5,52,295,2010-11-19,169
"?cmd=Maling&gallupid=956","InFact / VG - 20/11-2010",2021,"Hele landet","Stortingsvalg","Ap",25.7,46,519,2010-11-20,169
"?cmd=Maling&gallupid=957","Norfakta / Varingen - 24/11-2010",600,"Nittedal","Kommunestyrevalg","Ap",29.3,8,176,2010-11-24,29
"?cmd=Maling&gallupid=958","Norfakta / Sandnesp - 25/11-2010",600,"Sandnes","Kommunestyrevalg","Ap",15.5,8,93,2010-11-25,49
"?cmd=Maling&gallupid=959","Norstat / VL - 26/11-2010",1000,"Hele landet","Stortingsvalg","Ap",27.6,48,276,2010-11-26,169
"?cmd=Maling&gallupid=960","Ipsos / Dagbladet - 27/11-2010",945,"Hele landet","Stortingsvalg","Ap",31.2,55,295,2010-11-27,169
"?cmd=Maling&gallupid=961","Norfakta / LLA - 29/11-2010",1000,"Hele landet","Kommunestyrevalg","Ap",25.9,3022,259,2010-11-29,10918
"?cmd=Maling&gallupid=962","TNS / TV2 - 2/12-2010",1059,"Hele landet","Stortingsvalg","Ap",27.7,48,293,2010-12-02,169
"?cmd=Maling&gallupid=963","Sentio / SMP - 6/12-2010",1000,"Hele landet","Stortingsvalg","Ap",25.8,45,258,2010-12-06,169
"?cmd=Maling&gallupid=964","Norstat / NRK - 9/12-2010",NA,"Hele landet","Stortingsvalg","Ap",29.1,53,NA,2010-12-09,169
"?cmd=Maling&gallupid=965","TNS / TV2 - 9/12-2010",1059,"Hele landet","Kommunestyrevalg","Ap",25.4,2971,269,2010-12-09,10918
"?cmd=Maling&gallupid=966","TNS / BA - 11/12-2010",600,"Bergen","Kommunestyrevalg","Ap",24.4,17,146,2010-12-11,67
"?cmd=Maling&gallupid=967","Norfakta / Nat. / KK - 13/12-2010",NA,"Hele landet","Stortingsvalg","Ap",26.9,48,NA,2010-12-13,169
"?cmd=Maling&gallupid=968","Respons / Aftenp - 15/12-2010",1000,"Hele landet","Stortingsvalg","Ap",26.4,48,264,2010-12-15,169
"?cmd=Maling&gallupid=969","Opinion / ANB - 16/12-2010",1000,"Hele landet","Stortingsvalg","Ap",24.6,45,246,2010-12-16,169
"?cmd=Maling&gallupid=970","TNS / HA - 17/12-2010",502,"Hamar","Kommunestyrevalg","Ap",30.7,13,154,2010-12-17,39
"?cmd=Maling&gallupid=971","Respons / Aftenp. - 16/12-2010",800,"Oslo","Kommunestyrevalg","Ap",30.7,18,246,2010-12-16,59
"?cmd=Maling&gallupid=972","TNS / BA - 17/12-2010",600,"Bergen","Stortingsvalg","Ap",26.8,0,161,2010-12-17,0
"?cmd=Maling&gallupid=973","Sentio / DN - 18/12-2010",1000,"Hele landet","Stortingsvalg","Ap",26.9,48,269,2010-12-18,169
"?cmd=Maling&gallupid=974","Ipsos / Dagbladet - 20/12-2010",928,"Hele landet","Stortingsvalg","Ap",26,46,241,2010-12-20,169
"?cmd=Maling&gallupid=975","InFact / RB - 22/12-2010",NA,"Molde","Kommunestyrevalg","Ap",5.8,3,NA,2010-12-22,47
"?cmd=Maling&gallupid=976","Norstat / VL - 23/12-2010",1000,"Hele landet","Stortingsvalg","Ap",25.6,45,256,2010-12-23,169
"?cmd=Maling&gallupid=977","InFact / VG - 24/12-2010",2036,"Hele landet","Stortingsvalg","Ap",25.3,45,515,2010-12-24,169
"?cmd=Maling&gallupid=978","Sentio / SMP - 31/12-2010",NA,"Hele landet","Stortingsvalg","Ap",22.6,42,NA,2010-12-31,169
"?cmd=Maling&gallupid=979","Norfakta / Nat. / KK - 10/1-2011",1000,"Hele landet","Stortingsvalg","Ap",27.6,48,276,2011-01-10,169
"?cmd=Maling&gallupid=980","TNS / TV2 - 10/1-2011",972,"Hele landet","Stortingsvalg","Ap",26.2,47,255,2011-01-10,169
"?cmd=Maling&gallupid=981","Norstat / NRK - 13/1-2011",956,"Hele landet","Stortingsvalg","Ap",27.5,47,263,2011-01-13,169
"?cmd=Maling&gallupid=982","Respons / Aftenp - 15/1-2011",1004,"Hele landet","Stortingsvalg","Ap",27.3,47,274,2011-01-15,169
"?cmd=Maling&gallupid=983","Opinion / ANB - 20/1-2011",1000,"Hele landet","Stortingsvalg","Ap",24.2,44,242,2011-01-20,169
"?cmd=Maling&gallupid=984","Sentio / DN - 21/1-2011",1000,"Hele landet","Stortingsvalg","Ap",28.8,53,288,2011-01-21,169
"?cmd=Maling&gallupid=985","InFact / VG - 23/1-2011",2001,"Hele landet","Stortingsvalg","Ap",26.3,47,526,2011-01-23,169
"?cmd=Maling&gallupid=986","InFact / Nordlys - 26/1-2011",511,"Tromsø","Kommunestyrevalg","Ap",25.5,11,130,2011-01-26,43
"?cmd=Maling&gallupid=987","Norstat / VL - 28/1-2011",1000,"Hele landet","Stortingsvalg","Ap",28.9,53,289,2011-01-28,169
"?cmd=Maling&gallupid=988","Ipsos / Dagbladet - 31/1-2011",949,"Hele landet","Stortingsvalg","Ap",30.8,56,292,2011-01-31,169
"?cmd=Maling&gallupid=989","Norfakta / LLA - 1/2-2011",1000,"Hele landet","Kommunestyrevalg","Ap",22.5,2710,225,2011-02-01,10896
"?cmd=Maling&gallupid=990","TNS / TV2 - 2/2-2011",975,"Hele landet","Stortingsvalg","Ap",26.9,47,262,2011-02-02,169
"?cmd=Maling&gallupid=991","Norfakta / Nat. / KK - 5/2-2011",1000,"Hele landet","Stortingsvalg","Ap",26.5,46,265,2011-02-05,169
"?cmd=Maling&gallupid=992","Sentio / SMP - 7/2-2011",1000,"Hele landet","Stortingsvalg","Ap",27.2,48,272,2011-02-07,169
"?cmd=Maling&gallupid=993","Respons / Aftenp. / BT - 7/2-2011",800,"Sogn og Fjordane","Kommunestyrevalg","Ap",24.1,0,193,2011-02-07,0
"?cmd=Maling&gallupid=994","Respons / Aftenp - 7/2-2011",803,"Møre og Romsdal","Kommunestyrevalg","Ap",22.9,0,184,2011-02-07,0
"?cmd=Maling&gallupid=995","Sentio / DN - 11/2-2011",1000,"Hele landet","Stortingsvalg","Ap",29.4,52,294,2011-02-11,169
"?cmd=Maling&gallupid=996","MI / GD - 11/2-2011",600,"Oppland","Kommunestyrevalg","Ap",34.9,0,209,2011-02-11,0
"?cmd=Maling&gallupid=997","MI / GD - 11/2-2011",600,"Oppland","Stortingsvalg","Ap",35.9,3,215,2011-02-11,6
"?cmd=Maling&gallupid=998","TNS / TV2 - 13/2-2011",975,"Hele landet","Kommunestyrevalg","Ap",28.7,3303,280,2011-02-13,10892
"?cmd=Maling&gallupid=999","Respons / Aftenp. / BT - 14/2-2011",1016,"Hele landet","Kommunestyrevalg","Ap",26.8,3156,272,2011-02-14,10892
"?cmd=Maling&gallupid=1000","Respons / Aftenp. / BT - 14/2-2011",1016,"Hele landet","Stortingsvalg","Høyre",23.1,39,235,2011-02-14,169
"?cmd=Maling&gallupid=1001","Opinion / ANB - 17/2-2011",1000,"Hele landet","Stortingsvalg","Høyre",29,49,290,2011-02-17,169
"?cmd=Maling&gallupid=1002","Norstat / NRK - 17/2-2011",1000,"Hele landet","Stortingsvalg","Høyre",25.2,43,252,2011-02-17,182
"?cmd=Maling&gallupid=1003","InFact / AN - 19/2-2011",515,"Bodø","Kommunestyrevalg","Høyre",20.1,8,104,2011-02-19,39
"?cmd=Maling&gallupid=1004","Respons / BT - 21/2-2011",602,"Bergen","Kommunestyrevalg","Høyre",34.2,23,206,2011-02-21,67
"?cmd=Maling&gallupid=1005","Norstat / VL - 24/2-2011",1000,"Hele landet","Stortingsvalg","Høyre",26.2,46,262,2011-02-24,169
"?cmd=Maling&gallupid=1006","Ipsos / Dagbladet - 28/2-2011",949,"Hele landet","Stortingsvalg","Høyre",27.1,46,257,2011-02-28,169
"?cmd=Maling&gallupid=1007","InFact / VG - 1/3-2011",2090,"Hele landet","Stortingsvalg","Høyre",26.1,46,545,2011-03-01,169
"?cmd=Maling&gallupid=1008","TNS / TV2 - 2/3-2011",968,"Hele landet","Stortingsvalg","Høyre",30.1,51,291,2011-03-02,169
"?cmd=Maling&gallupid=1009","Sentio / SMP - 3/3-2011",1000,"Hele landet","Stortingsvalg","Høyre",26.2,46,262,2011-03-03,169
"?cmd=Maling&gallupid=1010","Norfakta / ØP - 4/3-2011",400,"Larvik","Kommunestyrevalg","Høyre",21.6,8,86,2011-03-04,35
"?cmd=Maling&gallupid=1011","Norfakta / Nat. / KK - 7/3-2011",NA,"Hele landet","Stortingsvalg","Høyre",26.3,38,NA,2011-03-07,169
"?cmd=Maling&gallupid=1012","Sentio / Byav. - 8/3-2011",500,"Trondheim","Kommunestyrevalg","Høyre",24,16,120,2011-03-08,67
"?cmd=Maling&gallupid=1013","Sentio / Firda / SA / Firdap. - 10/3-2011",500,"Sogn og Fjordane","Fylkestingsvalg","Høyre",22,9,110,2011-03-10,39
"?cmd=Maling&gallupid=1014","TNS / TV2 - 10/3-2011",968,"Hele landet","Kommunestyrevalg","Høyre",29.3,2434,284,2011-03-10,10880
"?cmd=Maling&gallupid=1015","Sentio / DN - 12/3-2011",1000,"Hele landet","Stortingsvalg","Høyre",24,43,240,2011-03-12,169
"?cmd=Maling&gallupid=1016","Norfakta / GD - 13/3-2011",500,"Gjesdal","Kommunestyrevalg","Høyre",21.8,6,109,2011-03-13,27
"?cmd=Maling&gallupid=1017","Respons / Aftenp - 14/3-2011",1005,"Hele landet","Kommunestyrevalg","Høyre",28.7,2443,288,2011-03-14,11492
"?cmd=Maling&gallupid=1018","InFact / Agderp - 15/3-2011",1005,"Aust-Agder","Kommunestyrevalg","Høyre",24.9,0,250,2011-03-15,0
"?cmd=Maling&gallupid=1019","Norfakta / Varden - 17/3-2011",600,"Telemark","Fylkestingsvalg","Høyre",24.6,10,148,2011-03-17,41
"?cmd=Maling&gallupid=1020","Opinion / ANB - 17/3-2011",1000,"Hele landet","Stortingsvalg","Høyre",28.4,49,284,2011-03-17,169
"?cmd=Maling&gallupid=1021","Norstat / NRK - 17/3-2011",NA,"Hele landet","Stortingsvalg","Høyre",25.6,43,NA,2011-03-17,169
"?cmd=Maling&gallupid=1022","Respons / Adressa - 19/3-2011",800,"Trondheim","Kommunestyrevalg","Høyre",25.2,17,202,2011-03-19,67
"?cmd=Maling&gallupid=1023","Respons / Adressa - 19/3-2011",800,"Sør-Trøndelag","Fylkestingsvalg","Høyre",20,8,160,2011-03-19,37
"?cmd=Maling&gallupid=1024","SMI / Gjeng. - 19/3-2011",400,"Horten","Kommunestyrevalg","Høyre",35.2,15,141,2011-03-19,41
"?cmd=Maling&gallupid=1025","SMI / TB - 19/3-2011",429,"Tønsberg","Kommunestyrevalg","Høyre",26.8,10,115,2011-03-19,39
"?cmd=Maling&gallupid=1026","Sentio / Nationen - 22/3-2011",1000,"Hele landet","Kommunestyrevalg","Høyre",23.7,1996,237,2011-03-22,10952
"?cmd=Maling&gallupid=1027","Respons / BT - 23/3-2011",600,"Bergen","Kommunestyrevalg","Høyre",33.5,23,201,2011-03-23,67
"?cmd=Maling&gallupid=1028","Respons / Aftenp. - 23/3-2011",802,"Oslo","Kommunestyrevalg","Høyre",32.1,19,257,2011-03-23,59
"?cmd=Maling&gallupid=1029","Norstat / VL - 24/3-2011",1000,"Hele landet","Stortingsvalg","Høyre",27.2,47,272,2011-03-24,169
"?cmd=Maling&gallupid=1030","Respons / BT / NRK - 24/3-2011",803,"Hordaland","Fylkestingsvalg","Høyre",32.1,18,258,2011-03-24,57
"?cmd=Maling&gallupid=1031","InFact / VG - 25/3-2011",2001,"Hele landet","Kommunestyrevalg","Høyre",25.8,2228,516,2011-03-25,10952
"?cmd=Maling&gallupid=1033","Ipsos / Høyre - 30/3-2011",598,"Rogaland","Fylkestingsvalg","Høyre",30.5,15,182,2011-03-30,47
"?cmd=Maling&gallupid=1034","Sentio / SMP - 31/3-2011",1000,"Hele landet","Stortingsvalg","Høyre",28.9,51,289,2011-03-31,169
"?cmd=Maling&gallupid=1035","Ipsos / Dagbladet - 2/4-2011",951,"Hele landet","Stortingsvalg","Høyre",29.5,51,281,2011-04-02,169
"?cmd=Maling&gallupid=1036","Respons / Aftenbladet - 5/4-2011",800,"Stavanger","Kommunestyrevalg","Høyre",35.1,24,281,2011-04-05,67
"?cmd=Maling&gallupid=1037","TNS / TV2 - 5/4-2011",969,"Hele landet","Stortingsvalg","Høyre",27.6,45,267,2011-04-05,169
"?cmd=Maling&gallupid=1038","Norfakta / Fjordabl. - 5/4-2011",400,"Eid","Kommunestyrevalg","Høyre",28.8,8,115,2011-04-05,29
"?cmd=Maling&gallupid=1039","Norstat / NRK - 7/4-2011",NA,"Hele landet","Stortingsvalg","Høyre",25.6,45,NA,2011-04-07,173
"?cmd=Maling&gallupid=1040","Respons / Aftenp - 14/3-2011",1005,"Hele landet","Stortingsvalg","Høyre",28.9,51,290,2011-03-14,169
"?cmd=Maling&gallupid=1041","Sentio / T-A - 8/4-2011",500,"Nord-Trøndelag","Fylkestingsvalg","Høyre",12.6,4,63,2011-04-08,35
"?cmd=Maling&gallupid=1042","Norfakta / LLA - 8/4-2011",1000,"Hele landet","Kommunestyrevalg","Høyre",27.7,2331,277,2011-04-08,10952
"?cmd=Maling&gallupid=1043","Norfakta / TB - 9/4-2011",600,"Melhus","Kommunestyrevalg","Høyre",19.7,7,118,2011-04-09,37
"?cmd=Maling&gallupid=1044","Norfakta / TB - 9/4-2011",500,"Midtre Gauldal","Kommunestyrevalg","Høyre",8.1,3,40,2011-04-09,33
"?cmd=Maling&gallupid=1045","Norfakta / Nat. / KK - 9/4-2011",1000,"Hele landet","Stortingsvalg","Høyre",26.9,46,269,2011-04-09,169
"?cmd=Maling&gallupid=1046","Respons / Aftenp - 9/4-2011",1001,"Hele landet","Kommunestyrevalg","Høyre",27.3,2303,273,2011-04-09,10952
"?cmd=Maling&gallupid=1047","Respons / Aftenp - 11/4-2011",1001,"Hele landet","Stortingsvalg","Høyre",25,44,250,2011-04-11,169
"?cmd=Maling&gallupid=1048","Respons / BT / NRK - 13/4-2011",802,"Sogn og Fjordane","Fylkestingsvalg","Høyre",19.7,8,158,2011-04-13,39
"?cmd=Maling&gallupid=1049","Opinion / ANB - 14/4-2011",1000,"Hele landet","Stortingsvalg","Høyre",26.3,46,263,2011-04-14,169
"?cmd=Maling&gallupid=1050","Norfakta / Vestav. - 14/4-2011",350,"Sveio","Kommunestyrevalg","Høyre",16.7,4,58,2011-04-14,25
"?cmd=Maling&gallupid=1051","Sentio / DN - 15/4-2011",1000,"Hele landet","Stortingsvalg","Høyre",28.8,51,288,2011-04-15,169
"?cmd=Maling&gallupid=1052","Respons / Fevennen - 15/4-2011",800,"Vest-Agder","Fylkestingsvalg","Høyre",23.7,9,190,2011-04-15,35
"?cmd=Maling&gallupid=1053","Respons / Fevennen - 15/4-2011",802,"Aust-Agder","Fylkestingsvalg","Høyre",25.7,9,206,2011-04-15,35
"?cmd=Maling&gallupid=1054","Respons / Aftenbladet - 15/4-2011",800,"Rogaland","Fylkestingsvalg","Høyre",28,14,224,2011-04-15,47
"?cmd=Maling&gallupid=1055","Norfakta / Varingen - 15/4-2011",600,"Nittedal","Kommunestyrevalg","Høyre",31.3,9,188,2011-04-15,29
"?cmd=Maling&gallupid=1056","SMI / SB - 15/4-2011",400,"Sandefjord","Kommunestyrevalg","Høyre",39.5,15,158,2011-04-15,39
"?cmd=Maling&gallupid=1057","Respons / Fevennen - 16/4-2011",800,"Kristiansand","Kommunestyrevalg","Høyre",25.6,14,205,2011-04-16,53
"?cmd=Maling&gallupid=1058","Norfakta / Avisa ST - 16/4-2011",600,"Orkdal","Kommunestyrevalg","Høyre",7.4,3,44,2011-04-16,35
"?cmd=Maling&gallupid=1059","TNS / BA - 18/4-2011",602,"Bergen","Kommunestyrevalg","Høyre",39.3,26,237,2011-04-18,66
"?cmd=Maling&gallupid=1060","Respons / BT - 18/4-2011",602,"Bergen","Kommunestyrevalg","Høyre",35.9,24,216,2011-04-18,67
"?cmd=Maling&gallupid=1061","Respons / Aftenbladet - 18/4-2011",600,"Sandnes","Kommunestyrevalg","Høyre",28.9,14,173,2011-04-18,49
"?cmd=Maling&gallupid=1062","TNS / TV2 - 18/4-2011",969,"Hele landet","Kommunestyrevalg","Høyre",27,2290,262,2011-04-18,10952
"?cmd=Maling&gallupid=1063","Norfakta / HA - 19/4-2011",600,"Karmøy","Kommunestyrevalg","Høyre",21.3,10,128,2011-04-19,45
"?cmd=Maling&gallupid=1064","Norfakta / HA - 20/4-2011",600,"Haugesund","Kommunestyrevalg","Høyre",43.4,22,260,2011-04-20,49
"?cmd=Maling&gallupid=1065","TNS / BA - 21/4-2011",602,"Bergen","Stortingsvalg","Høyre",35.6,0,214,2011-04-21,0
"?cmd=Maling&gallupid=1066","InFact / VG - 23/4-2011",2039,"Hele landet","Kommunestyrevalg","Høyre",23.5,1994,479,2011-04-23,10952
"?cmd=Maling&gallupid=1067","Norstat / VL - 26/4-2011",1000,"Hele landet","Stortingsvalg","Høyre",27.7,48,277,2011-04-26,169
"?cmd=Maling&gallupid=1068","Sentio / TB - 26/4-2011",401,"Tønsberg","Kommunestyrevalg","Høyre",36.6,14,147,2011-04-26,39
"?cmd=Maling&gallupid=1069","Sentio / SMP / TK / RB / NRK - 26/4-2011",600,"Møre og Romsdal","Fylkestingsvalg","Høyre",24.3,11,146,2011-04-26,47
"?cmd=Maling&gallupid=1070","SMI / Drangedalsp. - 28/4-2011",300,"Drangedal","Kommunestyrevalg","Høyre",14.8,3,44,2011-04-28,21
"?cmd=Maling&gallupid=1071","Norfakta / H-F - 29/4-2011",300,"Frøya","Kommunestyrevalg","Høyre",11.1,3,33,2011-04-29,23
"?cmd=Maling&gallupid=1072","Sentio / SMP - 29/4-2011",NA,"Hele landet","Stortingsvalg","Høyre",25.2,43,NA,2011-04-29,169
"?cmd=Maling&gallupid=1073","Norfakta / Hordaland - 30/4-2011",600,"Voss","Kommunestyrevalg","Høyre",17,7,102,2011-04-30,43
"?cmd=Maling&gallupid=1074","Opinion / SA - 30/4-2011",726,"Sarpsborg","Kommunestyrevalg","Høyre",19,8,138,2011-04-30,43
"?cmd=Maling&gallupid=1075","Ipsos / Dagbladet - 2/5-2011",955,"Hele landet","Stortingsvalg","Høyre",25.4,43,243,2011-05-02,169
"?cmd=Maling&gallupid=1076","TNS / TV2 - 2/5-2011",971,"Hele landet","Kommunestyrevalg","Høyre",28.1,2377,273,2011-05-02,10952
"?cmd=Maling&gallupid=1077","Norfakta / H-F - 3/5-2011",300,"Hitra","Kommunestyrevalg","Høyre",13.8,3,41,2011-05-03,23
"?cmd=Maling&gallupid=1078","Norstat / NRK - 5/5-2011",NA,"Hele landet","Stortingsvalg","Høyre",27,46,NA,2011-05-05,169
"?cmd=Maling&gallupid=1079","Norfakta / EUB - 7/5-2011",600,"Eidsvoll","Kommunestyrevalg","Høyre",26,9,156,2011-05-07,35
"?cmd=Maling&gallupid=1080","Norfakta / Nat. / KK - 7/5-2011",1000,"Hele landet","Stortingsvalg","Høyre",26.7,46,267,2011-05-07,169
"?cmd=Maling&gallupid=1081","Norfakta / EUB - 9/5-2011",200,"Hurdal","Kommunestyrevalg","Høyre",16.6,3,33,2011-05-09,17
"?cmd=Maling&gallupid=1082","Norfakta / Grannar - 9/5-2011",350,"Etne","Kommunestyrevalg","Høyre",18.9,4,66,2011-05-09,21
"?cmd=Maling&gallupid=1083","Norfakta / EUB - 10/5-2011",600,"Nannestad","Kommunestyrevalg","Høyre",17.6,5,106,2011-05-10,31
"?cmd=Maling&gallupid=1084","InFact / Frp - 10/5-2011",559,"Førde","Kommunestyrevalg","Høyre",23.5,7,131,2011-05-10,27
"?cmd=Maling&gallupid=1085","Norfakta / EUB - 11/5-2011",600,"Ullensaker","Kommunestyrevalg","Høyre",19.2,9,115,2011-05-11,45
"?cmd=Maling&gallupid=1086","TNS / TV2 - 11/5-2011",960,"Hele landet","Stortingsvalg","Høyre",27.8,47,267,2011-05-11,168
"?cmd=Maling&gallupid=1087","Opinion / ANB - 12/5-2011",1000,"Hele landet","Stortingsvalg","Høyre",30.7,55,307,2011-05-12,169
"?cmd=Maling&gallupid=1088","Norfakta / Grannar - 12/5-2011",500,"Vindafjord","Kommunestyrevalg","Høyre",18.5,5,92,2011-05-12,25
"?cmd=Maling&gallupid=1089","Sentio / DN - 13/5-2011",1000,"Hele landet","Stortingsvalg","Høyre",24.7,39,247,2011-05-13,169
"?cmd=Maling&gallupid=1090","Respons / Aftenp / Adressa - 13/5-2011",1000,"Hele landet","Kommunestyrevalg","Høyre",27.4,2327,274,2011-05-13,10952
"?cmd=Maling&gallupid=1091","InFact / Nordlys - 13/5-2011",1018,"Tromsø","Kommunestyrevalg","Høyre",27.6,11,281,2011-05-13,43
"?cmd=Maling&gallupid=1093","Respons / Aftenp / Adressa - 13/5-2011",1000,"Hele landet","Stortingsvalg","Høyre",27.8,48,278,2011-05-13,169
"?cmd=Maling&gallupid=1094","InFact / VG - 14/5-2011",2019,"Hele landet","Kommunestyrevalg","Høyre",26.4,2286,533,2011-05-14,10952
"?cmd=Maling&gallupid=1095","Sentio / Nationen - 16/5-2011",1000,"Hele landet","Kommunestyrevalg","Høyre",25.3,2142,253,2011-05-16,10952
"?cmd=Maling&gallupid=1096","Norfakta / Saltenp - 19/5-2011",500,"Fauske","Kommunestyrevalg","Høyre",25.4,8,127,2011-05-19,31
"?cmd=Maling&gallupid=1097","Norstat / VL - 20/5-2011",1000,"Hele landet","Stortingsvalg","Høyre",28.1,50,281,2011-05-20,169
"?cmd=Maling&gallupid=1098","Sentio / HA - 21/5-2011",400,"Hamar","Kommunestyrevalg","Høyre",16.9,7,68,2011-05-21,39
"?cmd=Maling&gallupid=1099","Norfakta / Saltenp - 21/5-2011",300,"Saltdal","Kommunestyrevalg","Høyre",21.1,6,63,2011-05-21,27
"?cmd=Maling&gallupid=1100","Sentio / HA - 23/5-2011",400,"Ringsaker","Kommunestyrevalg","Høyre",17.2,7,69,2011-05-23,41
"?cmd=Maling&gallupid=1101","Sentio / HA - 24/5-2011",400,"Stange","Kommunestyrevalg","Høyre",14.8,5,59,2011-05-24,35
"?cmd=Maling&gallupid=1102","Norfakta / Saltenp - 24/5-2011",NA,"Sørfold","Kommunestyrevalg","Høyre",13,3,NA,2011-05-24,21
"?cmd=Maling&gallupid=1103","Sentio / HA - 25/5-2011",400,"Løten","Kommunestyrevalg","Høyre",17,5,68,2011-05-25,25
"?cmd=Maling&gallupid=1104","Norfakta / FF - 26/5-2011",162,"Roan","Kommunestyrevalg","Høyre",29.2,5,47,2011-05-26,17
"?cmd=Maling&gallupid=1105","Norfakta / Saltenp - 26/5-2011",NA,"Beiarn","Kommunestyrevalg","Høyre",0,0,NA,2011-05-26,15
"?cmd=Maling&gallupid=1106","Norfakta / FF - 27/5-2011",500,"Rissa","Kommunestyrevalg","Høyre",22,5,110,2011-05-27,23
